,Position,Track Name,Artist,Streams
168,169,Money In The Grave (Drake ft. Rick Ross),Drake,5121172
169,170,Dancing With A Stranger (with Normani),Sam Smith,5104647
170,171,Perfect,Ed Sheeran,5085326
171,172,Good as Hell (feat. Ariana Grande),Lizzo,5084413
172,173,Better Now,Post Malone,5082429
173,174,Lights Up,Harry Styles,5072145
174,175,Jangueo,Alex Rose,5057070
175,176,Ayy Macarena,Tyga,5046905
176,177,Trap This Way (This Way),Lil Uzi Vert,5043990
177,178,Sweet but Psycho,Ava Max,5034262
178,179,Eastside (with Halsey & Khalid),benny blanco,5023545
179,180,Who (feat. BTS),Lauv,5004752
180,181,Homecoming,Lil Uzi Vert,4988839
181,182,Hate Me (with Juice WRLD),Ellie Goulding,4963955
182,183,Piece Of Your Heart,MEDUZA,4957195
183,184,Got The Guap (feat. Young Thug),Lil Uzi Vert,4946997
184,185,I Like Me Better,Lauv,4931199
185,186,Prices,Lil Uzi Vert,4898167
186,187,All of Me,John Legend,4891281
187,188,I Can Show You,Lil Uzi Vert,4831405
188,189,"thank u, next",Ariana Grande,4831219
189,190,I'm Sorry,Lil Uzi Vert,4818039
190,191,Black Swan,BTS,4802069
191,192,Bad Child,Tones And I,4787180
192,193,Adicto (with Anuel AA & Ozuna),Tainy,4785720
193,194,I.F.L.Y.,Bazzi,4781064
194,195,Girls Like You (feat. Cardi B),Maroon 5,4758806
195,196,<3,Bad Bunny,4755477
196,197,Higher Love,Kygo,4753432
197,198,"Bad Girls, Good Vibes",Ufo361,4752181
198,199,Let Me Down Slowly,Alec Benjamin,4738930
199,200,Liberdade Provisória - Ao Vivo,Henrique & Juliano,4730891
0,1,Blinding Lights,The Weeknd,52375259
1,2,The Box,Roddy Ricch,33753609
2,3,Dance Monkey,Tones And I,31463007
3,4,Don't Start Now,Dua Lipa,29155117
4,5,Roses - Imanbek Remix,SAINt JHN,26653236
5,6,In Your Eyes,The Weeknd,26303039
6,7,death bed (coffee for your head),Powfu,25224363
7,8,Say So,Doja Cat,24483960
8,9,Intentions (feat. Quavo),Justin Bieber,23572775
9,10,After Hours,The Weeknd,22128235
10,11,Falling,Trevor Daniel,21964590
11,12,Safaera,Bad Bunny,21435766
12,13,Tusa,KAROL G,20442021
13,14,Rojo,J Balvin,20014087
14,15,ROXANNE,Arizona Zervas,19925333
15,16,Sunday Best,Surfaces,19639221
16,17,Blueberry Faygo,Lil Mosey,18936405
17,18,Heartless,The Weeknd,17499569
18,19,Supalonely,BENEE,17467771
19,20,Someone You Loved,Lewis Capaldi,17426722
20,21,Alone Again,The Weeknd,17377014
21,22,La Difícil,Bad Bunny,17272302
22,23,Circles,Post Malone,17130781
23,24,Hardest To Love,The Weeknd,17127974
24,25,Godzilla (feat. Juice WRLD),Eminem,16658185
25,26,Amarillo,J Balvin,16606127
26,27,Scared To Live,The Weeknd,16594250
27,28,Too Late,The Weeknd,16386558
28,29,Save Your Tears,The Weeknd,15902301
29,30,Si Veo a Tu Mamá,Bad Bunny,15490596
30,31,Adore You,Harry Styles,15343149
31,32,Memories,Maroon 5,14930716
32,33,Morado,J Balvin,14763331
33,34,Ignorantes,Bad Bunny,14413408
34,35,Snowchild,The Weeknd,14311652
35,36,Faith,The Weeknd,14173534
36,37,Escape From LA,The Weeknd,13918912
37,38,Yummy,Justin Bieber,13550528
38,39,Physical,Dua Lipa,13454412
39,40,everything i wanted,Billie Eilish,13380285
40,41,bad guy,Billie Eilish,13355989
41,42,Life Is Good (feat. Drake),Future,13229303
42,43,Before You Go,Lewis Capaldi,12581914
43,44,Señorita,Shawn Mendes,12229964
44,45,WHATS POPPIN,Jack Harlow,11376426
45,46,Sigues Con El,Dímelo Flow,10642952
46,47,Vete,Bad Bunny,10593930
47,48,La Santa,Bad Bunny,10471875
48,49,You should be sad,Halsey,10069499
49,50,Moral of the Story,Ashe,10059221
50,51,Repeat After Me (Interlude),The Weeknd,10058303
51,52,Tattoo,Rauw Alejandro,10041684
52,53,My Oh My (feat. DaBaby),Camila Cabello,10014175
53,54,No Time To Die,Billie Eilish,9946529
54,55,RITMO (Bad Boys For Life),Black Eyed Peas,9907140
55,56,High Fashion (feat. Mustard),Roddy Ricch,9827914
56,57,Boss Bitch,Doja Cat,9718612
57,58,Stupid Love,Lady Gaga,9633417
58,59,Yo Perreo Sola,Bad Bunny,9507085
59,60,Ride It,Regard,9500445
60,61,Azul,J Balvin,9493538
61,62,lovely (with Khalid),Billie Eilish,9443016
62,63,That Way - Bonus Track,Lil Uzi Vert,9431018
63,64,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9365932
64,65,CITY OF ANGELS,24kGoldn,9345733
65,66,Savage,Megan Thee Stallion,9275649
66,67,Diosa,Myke Towers,9146240
67,68,Until I Bleed Out,The Weeknd,9132077
68,69,P2,Lil Uzi Vert,9119786
69,70,Skechers,DripReport,9111985
70,71,Lose Control,MEDUZA,9083721
71,72,I Don't Care (with Justin Bieber),Ed Sheeran,8874200
72,73,hot girl bummer,blackbear,8631364
73,74,Blanco,J Balvin,8608612
74,75,If the World Was Ending - feat. Julia Michaels,JP Saxe,8591720
75,76,Lucid Dreams,Juice WRLD,8081502
76,77,Hola - Remix,Dalex,8068712
77,78,"10,000 Hours (with Justin Bieber)",Dan + Shay,7955532
78,79,What A Man Gotta Do,Jonas Brothers,7879762
79,80,Walk Em Down (feat. Roddy Ricch),NLE Choppa,7878031
80,81,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,7837565
81,82,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,7772328
82,83,What If I Told You That I Love You,Ali Gatie,7612183
83,84,Forever (feat. Post Malone & Clever),Justin Bieber,7603239
84,85,Beautiful People (feat. Khalid),Ed Sheeran,7591433
85,86,when the party's over,Billie Eilish,7585415
86,87,Rosa,J Balvin,7564893
87,88,Gris,J Balvin,7514854
88,89,To Die For,Sam Smith,7461458
89,90,Myron,Lil Uzi Vert,7452688
90,91,Know Your Worth,Khalid,7360982
91,92,HIGHEST IN THE ROOM,Travis Scott,7278956
92,93,Never Seen the Rain,Tones And I,7183077
93,94,Ballin' (with Roddy Ricch),Mustard,7084789
94,95,Lalala,Y2K,6987799
95,96,Shallow,Lady Gaga,6959207
96,97,No Idea,Don Toliver,6934755
97,98,Keii,Anuel AA,6902481
98,99,Pero Ya No,Bad Bunny,6863722
99,100,Like That (feat. Gucci Mane),Doja Cat,6842249
100,101,It's You,Ali Gatie,6743897
101,102,rockstar (feat. 21 Savage),Post Malone,6665333
102,103,Negro,J Balvin,6651425
103,104,Watermelon Sugar,Harry Styles,6611114
104,105,Falling,Harry Styles,6610693
105,106,Suicidal,YNW Melly,6576075
106,107,Lose You To Love Me,Selena Gomez,6549115
107,108,7 rings,Ariana Grande,6494325
108,109,China,Anuel AA,6472924
109,110,In Your Eyes (feat. Alida),Robin Schulz,6464724
110,111,Believer,Imagine Dragons,6463053
111,112,Maniac,Conan Gray,6386663
112,113,A Tu Merced,Bad Bunny,6379684
113,114,I Love Me,Demi Lovato,6354475
114,115,Muévelo,Nicky Jam,6351590
115,116,Happier,Marshmello,6319232
116,117,BOP,DaBaby,6309489
117,118,Goodbyes (Feat. Young Thug),Post Malone,6302264
118,119,Me Gusta,Shakira,6255589
119,120,WANNABE,ITZY,6184809
120,121,Get You The Moon (feat. Snøw),Kina,6156470
121,122,LA CANCIÓN,J Balvin,6109528
122,123,OUT WEST (feat. Young Thug),JACKBOYS,6099118
123,124,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6092951
124,125,Callaita,Bad Bunny,6044170
125,126,Ransom,Lil Tecca,5975845
126,127,Old Town Road - Remix,Lil Nas X,5952774
127,128,SUGAR,BROCKHAMPTON,5904899
128,129,SAD!,XXXTENTACION,5864755
129,130,Jocelyn Flores,XXXTENTACION,5863409
130,131,Bruises,Lewis Capaldi,5833291
131,132,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,5824245
132,133,Bohemian Rhapsody - Remastered 2011,Queen,5821918
133,134,Verde,J Balvin,5745393
134,135,No Me Conoce - Remix,Jhay Cortez,5688291
135,136,Fantasias,Rauw Alejandro,5657001
136,137,Baby Pluto,Lil Uzi Vert,5600261
137,138,Without Me,Halsey,5592578
138,139,Sucker,Jonas Brothers,5577052
139,140,Wow.,Post Malone,5547574
140,141,Say You Won't Let Go,James Arthur,5523010
141,142,July,Noah Cyrus,5474460
142,143,Medusa,Jhay Cortez,5474056
143,144,Robbery,Juice WRLD,5457574
144,145,Shape of You,Ed Sheeran,5436814
145,146,Can We Kiss Forever?,Kina,5415961
146,147,Fantasias - Remix,Rauw Alejandro,5404430
147,148,Make You Mine,PUBLIC,5339079
148,149,Bichiyal,Bad Bunny,5321166
149,150,How Do You Sleep?,Sam Smith,5320823
150,151,SICKO MODE,Travis Scott,5242229
151,152,Moonlight,XXXTENTACION,5241737
152,153,Lo Mein,Lil Uzi Vert,5231134
153,154,ocean eyes,Billie Eilish,5225978
154,155,"Alone, Pt. II",Alan Walker,5143229
155,156,Perfect,Ed Sheeran,5135148
156,157,Dior,Pop Smoke,5109733
157,158,No Judgement,Niall Horan,5082563
158,159,Money In The Grave (Drake ft. Rick Ross),Drake,5075610
159,160,Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,5068849
160,161,Starboy,The Weeknd,5068504
161,162,goosebumps,Travis Scott,5052580
162,163,Arcoíris,J Balvin,5044774
163,164,ON,BTS,4984621
164,165,Woah,Lil Baby,4983284
165,166,Lights Up,Harry Styles,4968598
166,167,The Less I Know The Better,Tame Impala,4925578
167,168,Call Out My Name,The Weeknd,4908287
168,169,Good as Hell (feat. Ariana Grande),Lizzo,4901888
169,170,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,4878903
170,171,Eastside (with Halsey & Khalid),benny blanco,4876080
171,172,Breaking Me,Topic,4868850
172,173,Dancing With A Stranger (with Normani),Sam Smith,4857798
173,174,Higher Love,Kygo,4846279
174,175,The Take (feat. Chris Brown),Tory Lanez,4826705
175,176,Sweet but Psycho,Ava Max,4821549
176,177,Piece Of Your Heart,MEDUZA,4795009
177,178,All of Me,John Legend,4792493
178,179,Hate Me (with Juice WRLD),Ellie Goulding,4791105
179,180,Better Now,Post Malone,4790751
180,181,Feel Me,Selena Gomez,4765672
181,182,Let Me Down Slowly,Alec Benjamin,4721858
182,183,H <3 T E L,Dardan,4701388
183,184,25/8,Bad Bunny,4684378
184,185,3 Nights,Dominic Fike,4676852
185,186,Jangueo,Alex Rose,4672242
186,187,I Like Me Better,Lauv,4654535
187,188,If I Can't Have You,Shawn Mendes,4652099
188,189,XO Tour Llif3,Lil Uzi Vert,4639102
189,190,Takeaway,The Chainsmokers,4619049
190,191,Se Me Olvidó,Christian Nodal,4591194
191,192,Youngblood,5 Seconds of Summer,4565132
192,193,"thank u, next",Ariana Grande,4563361
193,194,Be Alright,Dean Lewis,4561645
194,195,High Hopes,Panic! At The Disco,4557820
195,196,B.S. (feat. H.E.R.),Jhené Aiko,4557817
196,197,Soliá,Bad Bunny,4516243
197,198,Girls Like You (feat. Cardi B),Maroon 5,4515388
198,199,changes,XXXTENTACION,4507185
199,200,Está Cabrón Ser Yo,Bad Bunny,4438261
0,1,Blinding Lights,The Weeknd,46779503
1,2,Don't Start Now,Dua Lipa,37779776
2,3,Roses - Imanbek Remix,SAINt JHN,32190834
3,4,The Box,Roddy Ricch,31653811
4,5,Dance Monkey,Tones And I,29885504
5,6,death bed (coffee for your head),Powfu,27959285
6,7,Break My Heart,Dua Lipa,25320233
7,8,Say So,Doja Cat,24515508
8,9,Intentions (feat. Quavo),Justin Bieber,23456128
9,10,Blueberry Faygo,Lil Mosey,23094739
10,11,Safaera,Bad Bunny,22596514
11,12,Physical,Dua Lipa,22306618
12,13,Falling,Trevor Daniel,21724066
13,14,In Your Eyes,The Weeknd,20507952
14,15,Sunday Best,Surfaces,19929893
15,16,ROXANNE,Arizona Zervas,18770515
16,17,Supalonely,BENEE,18644274
17,18,Tusa,KAROL G,18024557
18,19,Someone You Loved,Lewis Capaldi,17093304
19,20,Circles,Post Malone,16491197
20,21,Rojo,J Balvin,16476452
21,22,BELIEVE IT,PARTYNEXTDOOR,15809393
22,23,La Difícil,Bad Bunny,15660984
23,24,Yo Perreo Sola,Bad Bunny,15254475
24,25,Turks (feat. Travis Scott),NAV,15141854
25,26,Adore You,Harry Styles,14850291
26,27,Memories,Maroon 5,14317781
27,28,Savage,Megan Thee Stallion,14264460
28,29,After Hours,The Weeknd,14167539
29,30,Godzilla (feat. Juice WRLD),Eminem,14046433
30,31,Si Veo a Tu Mamá,Bad Bunny,13787410
31,32,Ignorantes,Bad Bunny,13180060
32,33,bad guy,Billie Eilish,13162759
33,34,everything i wanted,Billie Eilish,12891702
34,35,Boss Bitch,Doja Cat,12777749
35,36,Life Is Good (feat. Drake),Future,12594676
36,37,Before You Go,Lewis Capaldi,12233111
37,38,WHATS POPPIN,Jack Harlow,12075336
38,39,Amarillo,J Balvin,11750715
39,40,Yummy,Justin Bieber,11661796
40,41,Señorita,Shawn Mendes,11574957
41,42,Morado,J Balvin,11539517
42,43,Like It Is,Kygo,10760952
43,44,Sigues Con El,Dímelo Flow,10196855
44,45,Tattoo,Rauw Alejandro,10167068
45,46,Heartless,The Weeknd,9885487
46,47,La Santa,Bad Bunny,9773102
47,48,Vete,Bad Bunny,9740975
48,49,lovely (with Khalid),Billie Eilish,9641472
49,50,You should be sad,Halsey,9526055
50,51,Skechers,DripReport,9434022
51,52,Levitating,Dua Lipa,9402025
52,53,High Fashion (feat. Mustard),Roddy Ricch,9276411
53,54,My Oh My (feat. DaBaby),Camila Cabello,9212385
54,55,Hallucinate,Dua Lipa,9111638
55,56,RITMO (Bad Boys For Life),Black Eyed Peas,9098017
56,57,Ride It,Regard,9084631
57,58,CITY OF ANGELS,24kGoldn,9051153
58,59,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9025838
59,60,Lose Control,MEDUZA,8999292
60,61,Moral of the Story,Ashe,8983524
61,62,hot girl bummer,blackbear,8623465
62,63,If the World Was Ending - feat. Julia Michaels,JP Saxe,8608481
63,64,I Don't Care (with Justin Bieber),Ed Sheeran,8567938
64,65,Diosa,Myke Towers,8548655
65,66,Walk Em Down (feat. Roddy Ricch),NLE Choppa,8522799
66,67,Stupid Love,Lady Gaga,8385575
67,68,Save Your Tears,The Weeknd,8359948
68,69,Pretty Please,Dua Lipa,8165948
69,70,Cool,Dua Lipa,8136247
70,71,Future Nostalgia,Dua Lipa,8091754
71,72,P2,Lil Uzi Vert,8055121
72,73,No Time To Die,Billie Eilish,7993335
73,74,Lucid Dreams,Juice WRLD,7912202
74,75,"10,000 Hours (with Justin Bieber)",Dan + Shay,7888678
75,76,Love Again,Dua Lipa,7721379
76,77,when the party's over,Billie Eilish,7681427
77,78,Hola - Remix,Dalex,7619152
78,79,Like That (feat. Gucci Mane),Doja Cat,7527428
79,80,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,7434521
80,81,That Way - Bonus Track,Lil Uzi Vert,7364095
81,82,Know Your Worth,Khalid,7268523
82,83,Hardest To Love,The Weeknd,7175986
83,84,Forever (feat. Post Malone & Clever),Justin Bieber,7157487
84,85,What If I Told You That I Love You,Ali Gatie,7135638
85,86,Beautiful People (feat. Khalid),Ed Sheeran,7092735
86,87,Never Seen the Rain,Tones And I,6956622
87,88,HIGHEST IN THE ROOM,Travis Scott,6916887
88,89,Shallow,Lady Gaga,6865024
89,90,Breaking Me,Topic,6820751
90,91,In Your Eyes (feat. Alida),Robin Schulz,6809216
91,92,Good In Bed,Dua Lipa,6802068
92,93,Lalala,Y2K,6796145
93,94,To Die For,Sam Smith,6752149
94,95,Ballin' (with Roddy Ricch),Mustard,6709551
95,96,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),Lil Yachty,6623578
96,97,It's You,Ali Gatie,6600250
97,98,Scared To Live,The Weeknd,6566099
98,99,What A Man Gotta Do,Jonas Brothers,6523931
99,100,Falling,Harry Styles,6515805
100,101,Myron,Lil Uzi Vert,6447112
101,102,rockstar (feat. 21 Savage),Post Malone,6390762
102,103,Keii,Anuel AA,6386314
103,104,Believer,Imagine Dragons,6382354
104,105,Old Me,5 Seconds of Summer,6328258
105,106,Lose You To Love Me,Selena Gomez,6313091
106,107,7 rings,Ariana Grande,6299663
107,108,Blanco,J Balvin,6262903
108,109,Watermelon Sugar,Harry Styles,6256764
109,110,Get You The Moon (feat. Snøw),Kina,6210727
110,111,Suicidal,YNW Melly,6122951
111,112,BOP,DaBaby,6108594
112,113,China,Anuel AA,6108227
113,114,Muévelo,Nicky Jam,6085497
114,115,Maniac,Conan Gray,6064517
115,116,Alone Again,The Weeknd,6055294
116,117,No Idea,Don Toliver,6046484
117,118,Boys Will Be Boys,Dua Lipa,6015914
118,119,Happier,Marshmello,6008606
119,120,Bandit (with YoungBoy Never Broke Again),Juice WRLD,6001893
120,121,ily (i love you baby) (feat. Emilee),Surf Mesa,6001520
121,122,Auto Blu,Shiva,5995116
122,123,A Tu Merced,Bad Bunny,5992327
123,124,Goodbyes (Feat. Young Thug),Post Malone,5968429
124,125,SAD!,XXXTENTACION,5958846
125,126,I Love Me,Demi Lovato,5958240
126,127,Jocelyn Flores,XXXTENTACION,5955407
127,128,OUT WEST (feat. Young Thug),JACKBOYS,5949629
128,129,Me Gusta,Shakira,5935867
129,130,LA CANCIÓN,J Balvin,5922219
130,131,Pero Ya No,Bad Bunny,5922126
131,132,Du bist mein,Zuna,5878493
132,133,Azul,J Balvin,5876474
133,134,Too Late,The Weeknd,5867746
134,135,Ransom,Lil Tecca,5812129
135,136,Wildflower,5 Seconds of Summer,5791343
136,137,Bohemian Rhapsody - Remastered 2011,Queen,5786616
137,138,Faith,The Weeknd,5730081
138,139,Callaita,Bad Bunny,5698619
139,140,Bruises,Lewis Capaldi,5668712
140,141,Old Town Road - Remix,Lil Nas X,5661062
141,142,Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),Polo G,5635659
142,143,Without Me,Halsey,5587801
143,144,Can We Kiss Forever?,Kina,5571734
144,145,Fantasias,Rauw Alejandro,5557803
145,146,No Me Conoce - Remix,Jhay Cortez,5524832
146,147,SUGAR,BROCKHAMPTON,5482645
147,148,Say You Won't Let Go,James Arthur,5451600
148,149,Snowchild,The Weeknd,5423997
149,150,Shape of You,Ed Sheeran,5383570
150,151,July,Noah Cyrus,5383294
151,152,Make You Mine,PUBLIC,5381021
152,153,Escape From LA,The Weeknd,5307288
153,154,WANNABE,ITZY,5302794
154,155,Wow.,Post Malone,5248627
155,156,Sucker,Jonas Brothers,5243369
156,157,Salt,Ava Max,5221264
157,158,Robbery,Juice WRLD,5216141
158,159,Perfect,Ed Sheeran,5188275
159,160,ocean eyes,Billie Eilish,5122263
160,161,Allein sein,Ufo361,5119993
161,162,How Do You Sleep?,Sam Smith,5029177
162,163,Moonlight,XXXTENTACION,5028409
163,164,Dior,Pop Smoke,4950647
164,165,Bichiyal,Bad Bunny,4946613
165,166,SICKO MODE,Travis Scott,4916292
166,167,goosebumps,Travis Scott,4909267
167,168,Medusa,Jhay Cortez,4901559
168,169,"Alone, Pt. II",Alan Walker,4855108
169,170,Higher Love,Kygo,4843251
170,171,The Take (feat. Chris Brown),Tory Lanez,4841821
171,172,Jangueo,Alex Rose,4801088
172,173,Fantasias - Remix,Rauw Alejandro,4794560
173,174,Sweet but Psycho,Ava Max,4783980
174,175,Money In The Grave (Drake ft. Rick Ross),Drake,4778605
175,176,Lights Up,Harry Styles,4772728
176,177,Eastside (with Halsey & Khalid),benny blanco,4769656
177,178,All of Me,John Legend,4758889
178,179,The Less I Know The Better,Tame Impala,4728529
179,180,Hate Me (with Juice WRLD),Ellie Goulding,4689263
180,181,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4678630
181,182,Piece Of Your Heart,MEDUZA,4677891
182,183,Takeaway,The Chainsmokers,4677784
183,184,Let Me Down Slowly,Alec Benjamin,4665197
184,185,Dancing With A Stranger (with Normani),Sam Smith,4660323
185,186,Better Now,Post Malone,4596755
186,187,Break Up Song,Little Mix,4593343
187,188,Teeth,5 Seconds of Summer,4571612
188,189,Kings & Queens,Ava Max,4570226
189,190,Youngblood,5 Seconds of Summer,4564565
190,191,Be Alright,Dean Lewis,4559617
191,192,Cradles,Sub Urban,4545934
192,193,Starboy,The Weeknd,4543337
193,194,I Like Me Better,Lauv,4509497
194,195,3 Nights,Dominic Fike,4489312
195,196,"thank u, next",Ariana Grande,4482520
196,197,PTSD,G Herbo,4476329
197,198,changes,XXXTENTACION,4474613
198,199,XO Tour Llif3,Lil Uzi Vert,4463723
199,200,BRABA,Luísa Sonza,4442529
0,1,Blinding Lights,The Weeknd,45847200
1,2,Toosie Slide,Drake,45292273
2,3,Roses - Imanbek Remix,SAINt JHN,35360782
3,4,Don't Start Now,Dua Lipa,33990470
4,5,The Box,Roddy Ricch,30733614
5,6,death bed (coffee for your head),Powfu,29768334
6,7,Dance Monkey,Tones And I,29244907
7,8,Blueberry Faygo,Lil Mosey,25502966
8,9,Say So,Doja Cat,23883417
9,10,Intentions (feat. Quavo),Justin Bieber,21653442
10,11,Break My Heart,Dua Lipa,21185887
11,12,Falling,Trevor Daniel,21126685
12,13,Sunday Best,Surfaces,19466264
13,14,Safaera,Bad Bunny,19310891
14,15,Supalonely,BENEE,18931629
15,16,Physical,Dua Lipa,18252980
16,17,In Your Eyes,The Weeknd,17822647
17,18,Yo Perreo Sola,Bad Bunny,17807967
18,19,ROXANNE,Arizona Zervas,17519646
19,20,Tusa,KAROL G,16816703
20,21,Someone You Loved,Lewis Capaldi,16783691
21,22,Savage,Megan Thee Stallion,16579250
22,23,Circles,Post Malone,15792978
23,24,Boss Bitch,Doja Cat,14984982
24,25,Rojo,J Balvin,14527941
25,26,Adore You,Harry Styles,14282796
26,27,Memories,Maroon 5,13783535
27,28,BELIEVE IT,PARTYNEXTDOOR,13640238
28,29,Life Is Good (feat. Drake),Future,13260744
29,30,WHATS POPPIN,Jack Harlow,13174460
30,31,Godzilla (feat. Juice WRLD),Eminem,12964861
31,32,FIND MY WAY,DaBaby,12955213
32,33,bad guy,Billie Eilish,12781658
33,34,everything i wanted,Billie Eilish,12200048
34,35,La Difícil,Bad Bunny,12183541
35,36,Before You Go,Lewis Capaldi,12169219
36,37,Señorita,Shawn Mendes,11481577
37,38,Si Veo a Tu Mamá,Bad Bunny,11321871
38,39,Ignorantes,Bad Bunny,11272238
39,40,Skechers,DripReport,11186423
40,41,After Hours,The Weeknd,11174275
41,42,Turks (feat. Travis Scott),NAV,11042300
42,43,Yummy,Justin Bieber,10573234
43,44,Amarillo,J Balvin,10463568
44,45,Tattoo,Rauw Alejandro,10234460
45,46,Like It Is,Kygo,10057465
46,47,If the World Was Ending - feat. Julia Michaels,JP Saxe,9930473
47,48,Ride It,Regard,9743216
48,49,Sigues Con El,Dímelo Flow,9680606
49,50,High Fashion (feat. Mustard),Roddy Ricch,9516601
50,51,lovely (with Khalid),Billie Eilish,9489732
51,52,Morado,J Balvin,9322947
52,53,Lose Control,MEDUZA,9224480
53,54,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,9022572
54,55,You should be sad,Halsey,8952479
55,56,RITMO (Bad Boys For Life),Black Eyed Peas,8703803
56,57,Walk Em Down (feat. Roddy Ricch),NLE Choppa,8515185
57,58,hot girl bummer,blackbear,8504263
58,59,Vete,Bad Bunny,8322420
59,60,My Oh My (feat. DaBaby),Camila Cabello,8284229
60,61,CITY OF ANGELS,24kGoldn,8259795
61,62,Breaking Me,Topic,8140087
62,63,Diosa,Myke Towers,8132355
63,64,I Don't Care (with Justin Bieber),Ed Sheeran,8040187
64,65,La Santa,Bad Bunny,8018671
65,66,Moral of the Story,Ashe,7965623
66,67,Heartless,The Weeknd,7944074
67,68,ily (i love you baby) (feat. Emilee),Surf Mesa,7854481
68,69,Lucid Dreams,Juice WRLD,7771310
69,70,"10,000 Hours (with Justin Bieber)",Dan + Shay,7696964
70,71,Like That (feat. Gucci Mane),Doja Cat,7546129
71,72,P2,Lil Uzi Vert,7296026
72,73,Salt,Ava Max,7293034
73,74,when the party's over,Billie Eilish,7258985
74,75,Beautiful People (feat. Khalid),Ed Sheeran,7234159
75,76,Stupid Love,Lady Gaga,7220911
76,77,Know Your Worth,Khalid,7204420
77,78,Suicidal (Remix) [feat. Juice WRLD],YNW Melly,7176697
78,79,Hola - Remix,Dalex,7091079
79,80,I'll Wait,Kygo,7059184
